loan_id,borrower_id,segment,country,origination_date,maturity_date,currency,interest_rate,pd_1y,lgd,ead,collateral_value,ltv,is_default,default_date,days_past_due,provision_amount,internal_rating
293,477,Retail,FR,2022-07-17,2026-07-16,EUR,0.03595450366402546,0.010947354885815866,0.5050029499185068,260293.9365759227,829163.8183320253,0.3139234139515868,0,,2,1344.9521033306305,A
294,166,Retail,FR,2024-07-13,2031-07-12,EUR,0.030054162143513634,0.03447263638270398,0.32083429857896617,17339.129391400213,27873.8270176395,0.6220577239152494,0,,21,157.5636550704353,BBB
295,273,Retail,DE,2020-05-16,2029-05-14,EUR,0.04270304751473537,0.012906074270171791,0.26219065099676386,26548.5499590597,0.0,,0,,26,75.90103043546445,A
296,261,Retail,ES,2020-01-14,2028-01-12,GBP,0.050600403855253946,0.020187410128438325,0.329178905002407,4183.735312707169,0.0,,0,,25,29.640139852433144,BBB
297,425,Retail,FR,2022-10-11,2023-10-11,EUR,0.04694780129290031,0.0025528102016519217,0.6139569990397026,9386.433790147461,0.0,,0,,17,17.292963422210217,AAA
298,220,Retail,NL,2021-02-26,2027-02-25,EUR,0.03871341057367164,0.010753353909765947,0.6570006541300909,34881.80766865242,45833.21979761407,0.761059507114712,0,,15,237.36750518488992,A
299,143,SME,IT,2024-10-27,2026-10-27,EUR,0.03971234190550786,0.06683712209208915,0.6808483119351205,15836.968389475445,34175.50659361065,0.4634011304586273,0,,24,800.7166369745947,BB/B
300,11,SME,NL,2024-07-15,2032-07-13,EUR,0.042996320210898255,0.06540222828165772,0.3514151815001255,40718.30239319341,84603.88547488295,0.4812817066809749,0,,25,1113.121601373119,BB/B
301,182,SME,ES,2023-08-16,2024-08-15,USD,0.04724268689008988,0.07398626207980703,0.4279643540945248,33689.405356398944,0.0,,0,,27,1155.6030461189305,BB/B
302,414,Retail,FR,2021-09-22,2030-09-20,EUR,0.03828232140587151,0.0035628261995694593,0.6012630514040918,5895.652914188614,10197.277353563608,0.5781595135419436,0,,11,13.756239253161018,AAA
303,5,Corporate,ES,2024-05-03,2026-05-03,EUR,0.032497981392416955,0.04624422395332914,0.35895134425352215,60797.64189770013,242450.60314253936,0.2507630053696197,0,,14,1055.9930888428974,BBB
304,449,SME,FR,2024-10-31,2028-10-30,GBP,0.05518156144523981,0.059819607545300614,0.3925715931564733,6357.0204037217945,14089.460250556487,0.4511897752414407,0,,2,177.80891922692692,BB/B
305,272,Retail,DE,2021-08-30,2024-08-29,EUR,0.04276938160139416,0.0396018601599126,0.31863724461482107,10250.462384095605,16440.810862811115,0.6234766928243185,0,,5,118.98899064491265,BBB
306,71,Retail,FR,2021-02-26,2029-02-24,EUR,0.03933461778994367,0.05572441702244781,0.48618365967586286,27708.234310692416,40175.56000016681,0.6896788572599204,0,,11,835.6533124017185,BB/B
307,152,SME,FR,2021-04-23,2025-04-22,EUR,0.053762008390973545,0.034159984110600936,0.529633349412655,105558.75623494391,119658.20146006896,0.8821690026000419,0,,24,1844.9237099647698,BBB
308,278,Retail,DE,2021-01-04,2028-01-03,EUR,0.04689916164877194,0.04918396212730987,0.35921972754329823,8071.734321265255,13161.254442082995,0.6132952110899061,0,,13,122.95391927955743,BBB
309,158,SME,DE,2020-12-28,2021-12-28,EUR,0.044520862618818935,0.07692397287146378,0.21211525825578215,25531.913371184277,35509.73270721541,0.7190117025577135,1,2021-05-01,164,456.48660837035163,BB/B
310,55,Corporate,NL,2021-12-29,2026-12-28,EUR,0.032353502430144725,0.015310063637500917,0.567953906684985,25745.63736012264,57342.035290379536,0.44898366843358406,0,,17,253.36601990705736,A
311,333,Retail,IT,2022-05-30,2031-05-28,USD,0.04859554535011465,0.005603307340007634,0.5082986446732951,42504.27668670966,83909.00693449983,0.5065520167565432,0,,25,138.66544103583036,AA
312,337,Retail,IT,2020-09-21,2029-09-19,USD,0.038067771188867915,0.034514627308285056,0.3094993928006804,71971.8644197549,0.0,,0,,14,898.5616640391919,BBB
313,60,Corporate,NL,2023-04-07,2025-04-06,EUR,0.04094062537975141,0.0014632948831342643,0.35732383758288533,14704.73362148427,21861.99069131136,0.6726164066718953,0,,10,8.441883566725908,AAA
314,141,SME,FR,2024-07-07,2028-07-06,EUR,0.03615904892242846,0.016721634011660918,0.6785567946348385,60587.82481708146,139897.57773340977,0.4330870183652374,0,,21,695.0592134314068,A
315,122,Retail,IT,2021-03-31,2025-03-30,EUR,0.056355130611072946,0.02298445503628938,0.515101772504643,83309.8208718146,195444.45903835224,0.42625828985751213,0,,9,1159.4126230725763,BBB
316,330,Corporate,NL,2023-08-17,2029-08-15,EUR,0.038034912082617334,0.01300328188969322,0.49773887819569224,131131.92793281702,173649.8992120727,0.7551511894209053,0,,11,750.1185313267533,A
317,366,Corporate,ES,2020-02-11,2025-02-09,EUR,0.03509545768475833,0.011341091398866208,0.5198453687317717,36385.41548051982,82306.65181542974,0.4420713840008102,0,,26,178.24510900750707,A
318,364,SME,FR,2022-12-08,2023-12-08,EUR,0.052710132453814534,0.06126442059121678,0.6772222673968784,25782.130388916656,41467.51307134163,0.6217428651812446,0,,13,1040.4353040249132,BB/B
319,470,SME,FR,2020-09-30,2027-09-29,EUR,0.05034247377276109,0.0931345630794914,0.3699295367464974,13703.622958554544,26818.093208104732,0.5109842393423092,0,,7,487.6612924898119,BB/B
320,385,Retail,DE,2024-10-16,2027-10-16,EUR,0.049750694920875096,0.008694935945611324,0.34045798805257776,5120.530202512927,8818.225338903581,0.5806758169268547,0,,25,16.249421815154896,AA
321,161,Retail,DE,2021-09-16,2024-09-15,EUR,0.03665812658350233,0.03575532572611488,0.3883712401346122,16681.34765547055,0.0,,0,,19,260.8689682507906,BBB
322,54,SME,DE,2022-10-07,2030-10-05,EUR,0.04781776463766814,0.07541017920909235,0.6004745470386137,24645.207439982856,0.0,,0,,23,904.7292909324375,BB/B
323,308,Retail,ES,2022-09-10,2029-09-08,EUR,0.045812315023409975,0.02612494380520554,0.26047943719498795,19742.080401220894,26020.540002911282,0.7587114025693575,0,,9,150.57644199990725,BBB
324,459,SME,ES,2023-09-05,2027-09-04,USD,0.038894803488134594,0.13717501087330758,0.3034123489763422,40043.35386625923,76489.73950635114,0.5235127498758749,0,,23,1733.3790128996197,BB/B
325,488,Corporate,IT,2020-02-25,2029-02-22,EUR,0.03460061850451425,0.16770967171764517,0.3141227562390994,5145.237073300598,19890.552885392288,0.2586774285736061,0,,28,320.1685322873117,BB/B
326,116,Retail,ES,2023-01-16,2027-01-15,USD,0.047038794026270994,0.00949176221765751,0.5181886955935069,18361.76384795684,33097.149814450124,0.5547838394211259,0,,4,84.81805174386145,AA
327,119,SME,DE,2020-10-02,2026-10-01,EUR,0.04561743675499325,0.03180954148647222,0.5207915123146192,161905.7264175858,198438.66648441643,0.8158980771537305,0,,5,2807.654445047143,BBB
328,19,Retail,FR,2022-11-18,2025-11-17,USD,0.04299792259895189,0.0401732033044931,0.3859431916953222,59611.200276616604,142979.9007012273,0.41692014041316866,0,,16,1022.7888336466867,BBB
329,71,Corporate,FR,2024-10-05,2026-10-05,EUR,0.03431587151352907,0.02015496243526341,0.3380961362756302,40789.9142146868,55757.39403700198,0.7315606283108858,0,,21,279.77819904636647,BBB
330,278,Retail,NL,2020-08-11,2025-08-10,EUR,0.04113054005022186,0.048566203102754994,0.5773259656597576,32554.87399128283,52523.426599330305,0.6198162629339556,0,,0,787.1570519187138,BBB
331,274,SME,ES,2024-01-30,2030-01-28,USD,0.044846145769004635,0.04015298085353695,0.21586328347491468,15284.096809690547,20096.12090100346,0.760549604820867,0,,16,108.61949571420165,BBB
332,186,SME,NL,2023-08-27,2031-08-25,EUR,0.04870072345635065,0.08169755410751432,0.5693688553740468,3812.0780837842763,0.0,,0,,3,149.75978037451517,BB/B
333,155,Retail,FR,2020-09-13,2024-09-12,EUR,0.04015567426472489,0.08315201055360859,0.3051369971854289,34791.507214282276,100798.25935214922,0.34515980174552935,0,,29,880.9571770467112,BB/B
334,415,SME,NL,2020-07-15,2029-07-13,EUR,0.04510865606829629,0.06646482917241028,0.6513885284739156,1903.7324465558793,0.0,,0,,21,87.0236841693998,BB/B
335,231,SME,DE,2020-06-03,2026-06-02,EUR,0.05552027783485655,0.09468671304560579,0.40684662286126594,15905.880098958398,0.0,,0,,29,630.0262128764095,BB/B
336,405,SME,FR,2022-11-16,2023-11-16,EUR,0.05575560520892249,0.05328904984887897,0.5211484516712219,21946.014066225714,27339.110997981352,0.802733273508643,0,,6,661.3805862662674,BB/B
337,482,SME,IT,2021-03-22,2028-03-20,EUR,0.05738469266303506,0.13187863986246692,0.26048465488392103,14084.209632295422,23996.6783128752,0.5869233003277236,0,,23,394.60734102253167,BB/B
338,159,Corporate,DE,2023-05-14,2029-05-12,USD,0.04002152984363104,0.0025529939494338023,0.326942204225226,193181.04016156783,407702.3792101236,0.47382858185874177,0,,11,137.78939145917556,AAA
339,102,Retail,NL,2021-04-21,2025-04-20,EUR,0.04107671896644374,0.07825531166632717,0.5503042971777801,136535.88940608525,264087.7719822544,0.5170095093053376,0,,3,6493.995588287746,BB/B
340,477,SME,NL,2022-06-29,2027-06-28,EUR,0.05738173587579458,0.13016396294521562,0.47517772516610335,61871.30207723869,104947.69173018799,0.5895441915607329,0,,14,4257.2146823588755,BB/B
341,318,Retail,IT,2024-09-29,2027-09-29,EUR,0.03686339537041561,0.01786374848167452,0.5852386904822787,8731.33216950242,11912.063983915108,0.732982309471504,0,,14,98.66853896170562,A
342,146,SME,FR,2022-12-01,2028-11-29,USD,0.043868529101427856,0.08807813983669417,0.4817011698803759,150454.39996063578,168478.344368752,0.8930192216949447,1,2024-11-08,236,7010.049767364633,BB/B
343,311,SME,DE,2022-09-01,2028-08-30,EUR,0.049320586118881016,0.10560398884505802,0.48466559036612133,40903.42743242775,52077.644664758845,0.7854315934550563,0,,15,2481.6375565611465,BB/B
344,258,Retail,ES,2023-09-20,2028-09-18,EUR,0.03783286507609246,0.04742674852066458,0.6291294908647176,8587.134212205103,12555.588452591783,0.6839292514746695,0,,25,301.7461237346642,BBB
345,453,Retail,IT,2023-02-18,2026-02-17,EUR,0.04241193118666226,0.014544853960909727,0.4123449586529203,22759.02186577276,0.0,,0,,8,144.3857149792243,A
346,128,Corporate,ES,2022-06-29,2026-06-28,EUR,0.032714201716286945,0.016050692487634164,0.647522359828752,57444.51782309326,152778.25064160844,0.37599931653785096,0,,19,553.8861767740067,A
347,496,Retail,ES,2024-10-03,2029-10-02,EUR,0.0360473277513854,0.005686253003509024,0.38610762402249943,12101.941331769194,22607.703244942837,0.5353016713219775,0,,5,21.405863573129857,AA
348,469,SME,DE,2024-03-30,2029-03-29,EUR,0.041210378555930995,0.04418030498286875,0.36429710338502375,25349.96313234208,30527.09036759008,0.8304087558654316,0,,26,429.4800242112268,BBB
349,91,Retail,DE,2021-03-04,2024-03-03,EUR,0.03131289035468945,0.014428418552892201,0.5897106383698894,30226.562724194224,57746.04194024505,0.5234395589479939,0,,13,250.1184257794856,A
350,83,Corporate,ES,2023-03-31,2029-03-29,EUR,0.03504938182970456,0.033521106550905344,0.20577319974816427,7325.713230231035,13835.578825223789,0.5294836828131433,0,,23,43.39649556365849,BBB
351,267,Retail,DE,2021-12-18,2024-12-17,EUR,0.047555682831795676,0.016896366986709446,0.28609605991940196,16812.99119945889,55006.46625258166,0.30565481378600273,0,,8,72.01690476124755,A
352,23,Retail,NL,2022-03-06,2027-03-05,EUR,0.03815272331088126,0.030831669390836605,0.23588286989389146,7899.363179031942,13165.188984028437,0.6000189734165748,0,,9,67.48074317196833,BBB
353,150,Corporate,DE,2022-04-02,2024-04-01,EUR,0.03274759969007878,0.01295778525250452,0.45605254650457916,52505.22753440868,59739.366527141945,0.87890499325187,0,,29,256.43972025069894,A
354,218,Corporate,ES,2022-12-09,2027-12-08,EUR,0.036908478151517876,0.03845215693875035,0.514035500664298,8883.443784917477,0.0,,0,,5,195.7787234250984,BBB
355,485,Retail,NL,2022-08-03,2030-08-01,EUR,0.037666054059782406,0.08486015764477904,0.20518797293125357,29489.91749659318,50109.955405732486,0.5885041656456871,0,,16,596.0656221223566,BB/B
356,497,Retail,IT,2020-11-20,2028-11-18,EUR,0.04433887760263091,0.013769249506546805,0.28073177427016893,5485.393885942523,18125.174327970264,0.302639510477845,0,,9,22.801061142661712,A
357,76,SME,DE,2020-03-07,2027-03-06,EUR,0.04310743190505337,0.07566424167802609,0.35127067929785283,7090.8685592845495,0.0,,0,,11,155.396769957634,BB/B
358,446,Corporate,NL,2023-09-21,2030-09-19,EUR,0.030412149086934282,0.012371512508880878,0.3471131676143008,6755.544072548181,7750.5864317826645,0.8716171520706957,0,,20,33.02377082768122,A
359,46,Retail,DE,2021-08-29,2022-08-29,EUR,0.03600331767837513,0.0004078933315941548,0.2485663584472615,16488.605509004377,44742.554906381076,0.3685217695660203,0,,23,1.7742606510564245,AAA
360,375,SME,IT,2020-02-28,2024-02-27,EUR,0.03597641609419863,0.09774969040114086,0.2864237280252682,26380.532715162455,38069.38471192392,0.6929592614849818,0,,14,672.7244955730962,BB/B
361,423,SME,NL,2024-12-19,2030-12-18,EUR,0.05518449896890151,0.12195728360662728,0.6235258804861856,31721.669132641153,50732.20352910741,0.6252767852758645,0,,19,2537.3307751480893,BB/B
362,446,SME,ES,2021-01-30,2029-01-28,EUR,0.04472812924346328,0.0321747834934045,0.5502905708070018,3743.457274251921,0.0,,0,,1,56.64377259890886,BBB
363,112,SME,DE,2022-07-10,2028-07-08,EUR,0.05610748951500137,0.10576332142676342,0.3480471913316733,18608.25569822759,0.0,,0,,7,741.8754568657777,BB/B
364,447,SME,NL,2020-03-03,2028-03-01,EUR,0.057758433045160276,0.04165543856007205,0.3317037321580425,10398.614865916914,12664.766869546474,0.8210664257011537,0,,22,166.8414418381111,BBB
365,58,Retail,DE,2022-02-11,2025-02-10,EUR,0.041972997106852705,0.10782548089304463,0.24009960107667594,37578.16688489948,0.0,,0,,19,981.2928085553594,BB/B
366,260,Corporate,ES,2020-10-25,2022-10-25,EUR,0.047407543214979454,0.0009988364036102675,0.3744529686989919,16854.343363103155,44680.595742283345,0.377218411775855,0,,1,7.443812224494678,AAA
367,235,Corporate,ES,2024-03-05,2025-03-05,EUR,0.03450929511554112,0.01307343623301005,0.39903475731383065,20316.10081759518,74178.47966583497,0.27388133201323006,0,,26,103.35974936911515,A
368,158,SME,FR,2024-04-17,2030-04-16,EUR,0.03707884787761223,0.044383107397633195,0.6520908281937225,10457.252768596003,17567.207136568533,0.5952712168360449,1,2024-04-22,256,345.939235107332,BBB
369,12,Retail,IT,2020-05-16,2026-05-15,EUR,0.04383091983425142,0.0182550441667211,0.571557857007605,123580.45860320677,289694.1120935065,0.426589472979409,0,,12,1430.554114297023,A
370,387,Retail,DE,2022-05-17,2025-05-16,EUR,0.03880250682206627,0.04457383771924124,0.4395768871745037,6102.297244752651,0.0,,0,,9,99.8821883322018,BBB
371,168,SME,NL,2022-03-20,2030-03-18,USD,0.04691937692589007,0.06332106250140256,0.26742863439504,14768.709661812085,21375.667887059488,0.6909121969822913,0,,13,291.37167408575823,BB/B
372,331,Retail,FR,2024-02-26,2031-02-24,EUR,0.03520770447152368,0.027059052350408,0.5280808245041646,24528.683167327967,48219.82376393417,0.5086846291145946,0,,11,408.0411978488857,BBB
373,206,Corporate,FR,2023-11-15,2027-11-14,USD,0.03725359535065099,0.03718895418484923,0.6680061563855241,17130.90699698387,55256.505248969705,0.3100251621016747,0,,15,400.28030617026025,BBB
374,187,Retail,IT,2020-11-30,2023-11-30,EUR,0.027303960412521682,0.04233435063882788,0.2390224260036769,10260.5735353412,19064.73263715247,0.5381965606664669,0,,4,116.01185067624358,BBB
375,444,SME,ES,2023-06-28,2030-06-26,EUR,0.043036349339986735,0.06712290718682772,0.624303883930714,3598.6586708657605,0.0,,0,,4,134.1920184612793,BB/B
376,48,Corporate,IT,2022-01-31,2029-01-29,EUR,0.030381592346913,0.06961675876565489,0.2900572776095788,11031.289888989759,14874.03933150467,0.7416472178895217,0,,29,180.91058608035303,BB/B
377,369,Retail,IT,2023-06-04,2025-06-03,EUR,0.03794829634274194,0.023076080895031156,0.5506404671570309,8438.96676172077,0.0,,0,,22,94.70352590864178,BBB
378,374,Retail,IT,2023-09-09,2026-09-08,USD,0.04846157578058906,0.03421854621412054,0.2919280186217085,118092.62967129899,295457.15363419073,0.3996946028171346,0,,10,1172.1132739745337,BBB
379,190,SME,NL,2024-03-05,2029-03-04,EUR,0.04338577267678418,0.14235649509895656,0.5000067774436519,212075.14080132986,0.0,,0,,25,12425.08126384541,BB/B
380,132,SME,FR,2020-05-11,2025-05-10,GBP,0.044640884606981734,0.12609920750307896,0.31881229211461154,20935.64153257276,41945.191455570595,0.4991189885197764,0,,23,727.1912994301553,BB/B
381,3,Retail,NL,2020-04-22,2022-04-22,EUR,0.03934802880540235,0.0745446302808722,0.4708490310766364,5405.885031087932,0.0,,0,,20,223.92951246835364,BB/B
382,469,SME,ES,2024-06-05,2033-06-03,USD,0.062395584052092945,0.022419844218094283,0.5000789345728385,46075.84424799274,64963.65889642518,0.7092556828034235,0,,21,515.3154806273882,BBB
383,474,Corporate,NL,2023-03-29,2027-03-28,USD,0.032814207769808035,0.005082133744731748,0.5092601625535716,8257.882755697741,0.0,,0,,28,24.134640923762202,AA
384,121,Retail,NL,2022-03-09,2026-03-08,EUR,0.03213070534732057,0.019618083899877892,0.5413994389033729,12718.70401900792,0.0,,0,,25,119.23543275357387,A
385,16,Retail,ES,2023-02-02,2024-02-02,EUR,0.03567150909559118,0.008948846118030188,0.23451478769247125,11744.618783731677,0.0,,0,,7,20.59089290058227,AA
386,62,Retail,FR,2021-05-27,2029-05-25,EUR,0.046406669282322593,0.005251607230974179,0.5516937019189684,13352.973055169743,0.0,,0,,21,43.0287404123089,AA
387,34,Retail,ES,2023-09-15,2026-09-14,EUR,0.040373883945677556,0.01255256699712044,0.27729886211770677,15448.694007733915,27035.954968463913,0.5714129212655533,0,,4,50.52248354695684,A
388,416,Retail,ES,2024-09-16,2033-09-14,USD,0.042255436418519116,0.03842648105347505,0.5385162265684633,5922.405919689592,14206.596026738975,0.41687719623636255,0,,15,120.58357385942023,BBB
389,446,Retail,FR,2023-04-28,2028-04-26,EUR,0.03869289396413481,0.03310855649852425,0.2620188071187043,10916.01589929668,0.0,,0,,2,113.3384266214356,BBB
390,77,SME,ES,2022-01-06,2030-01-04,EUR,0.04970539763854529,0.0819552726339689,0.4397073552758777,61080.27416008062,94279.24461458986,0.647865544635774,0,,5,2039.5747918744862,BB/B
391,374,Retail,FR,2024-02-07,2026-02-06,EUR,0.04838784724937706,0.033403067356105744,0.39338421299090287,21299.589082837145,40476.69275333622,0.526218612094526,0,,21,276.8752983789104,BBB
392,90,Corporate,IT,2020-12-04,2022-12-04,EUR,0.0327585940303112,0.0022363329885822123,0.6836731783216337,24967.090121191868,0.0,,0,,11,40.23115075416509,AAA
393,184,Retail,ES,2024-12-10,2032-12-08,GBP,0.03778315060236437,0.033790176117352445,0.5154045828722282,2363.1526369167677,4791.9433866583695,0.4931512011381872,0,,4,34.39087576873772,BBB
394,300,Retail,DE,2024-08-31,2032-08-29,EUR,0.045480711831776696,0.016499042025867487,0.2441029566256574,56827.955533918794,80139.13571477534,0.709116151890834,0,,29,248.68674965351025,A
395,360,SME,FR,2022-06-18,2027-06-17,EUR,0.05691799082171861,0.11387457843542849,0.5504432307189806,11097.555189432891,20935.778270565086,0.5300760757977474,0,,28,682.1807248991457,BB/B
396,438,Corporate,ES,2022-06-12,2023-06-12,USD,0.03068169311865099,0.005446442078996428,0.29706919963949163,67776.34738044905,77247.1686904442,0.8773958777965317,0,,6,95.4049303956539,AA
397,23,Retail,IT,2023-07-13,2032-07-10,EUR,0.04005123342008449,0.02180167132761245,0.34307518135667825,25700.733316641617,35473.90963733805,0.7244967802925877,0,,17,186.89070456536706,BBB
398,99,Retail,NL,2023-09-18,2027-09-17,EUR,0.040001350520440904,0.007978660385988805,0.3892215202223209,12555.907751316869,25039.739241381234,0.5014392374568619,0,,8,38.37849379124856,AA
399,141,Retail,DE,2024-08-27,2033-08-25,EUR,0.04129805673951607,0.08027056546989814,0.5881127201541996,4114.24410828848,7853.210386810011,0.5238932749336025,0,,24,205.1597157794162,BB/B
400,156,SME,ES,2021-09-10,2029-09-08,EUR,0.04782160529037885,0.025205683295120806,0.6720404693931951,193851.16588118277,461079.4881560036,0.42042895175504824,0,,20,3857.8562739194494,BBB
401,500,Retail,NL,2023-02-10,2031-02-08,EUR,0.041681241231761854,0.022536415573197383,0.6621675884239918,49180.24379949703,63177.377281882254,0.7784470631008726,0,,13,811.7248990190285,BBB
402,389,Retail,NL,2024-05-30,2031-05-29,USD,0.028109730186245997,0.028060652206158804,0.2853418158970064,52212.35332921461,94665.84067890492,0.5515437559606384,0,,27,398.40083838825893,BBB
403,161,Retail,DE,2023-01-03,2030-01-01,EUR,0.04163149471715781,0.0462485529004688,0.23020673869728991,135784.95573415453,170473.60172999708,0.7965160256848224,0,,22,1717.2472630543818,BBB
404,486,Retail,NL,2020-04-27,2025-04-26,USD,0.040189399972448,0.029709668076944827,0.6142665096397558,27559.070888172497,40444.69447889684,0.6814013863438187,0,,4,561.4521717709603,BBB
405,250,Corporate,FR,2023-09-13,2024-09-12,USD,0.03531291525742735,0.09534799874940197,0.3441091314157534,85169.61786407248,0.0,,0,,13,2266.783795468779,BB/B
406,251,SME,FR,2020-07-14,2024-07-13,USD,0.048759077369612006,0.06302360429305745,0.4914130519114604,13649.043736884389,0.0,,0,,24,357.88883062204854,BB/B
407,217,Retail,FR,2023-09-17,2030-09-15,EUR,0.039856608561626004,0.01752448374211854,0.6893137326181553,46054.39757740773,0.0,,0,,16,493.579357176542,A
408,72,Retail,ES,2024-01-28,2032-01-26,EUR,0.039736939534723056,0.03585318638527945,0.29321100268603517,11729.980656398731,0.0,,0,,2,102.76839190287428,BBB
409,468,Retail,ES,2023-09-14,2029-09-12,EUR,0.043065221048853936,0.08166227057056481,0.38742794592842744,13308.27371347213,35064.935650782616,0.37953224400613156,0,,23,418.596083944678,BB/B
410,7,Retail,IT,2023-05-23,2030-05-21,EUR,0.037289596014027496,0.02177623887961822,0.633799473073058,24270.103796547122,34520.04062492179,0.7030728631015946,0,,14,313.6284657170468,BBB
411,88,SME,DE,2024-05-26,2025-05-26,EUR,0.036479247255386434,0.04983564099569872,0.5249902735390206,6201.838690433839,0.0,,0,,7,192.9548877519819,BBB
412,115,Corporate,NL,2022-01-25,2027-01-24,EUR,0.03890785660171485,0.06940460798295951,0.6687765033764461,30620.47624155474,108616.13348026048,0.2819146222611542,0,,24,1405.7853494367614,BB/B
413,140,Corporate,FR,2023-05-04,2028-05-02,EUR,0.029512897768836126,0.012571430411530785,0.5158596574794168,16123.639888810374,0.0,,0,,26,92.52409982857492,A
414,66,Corporate,DE,2021-06-01,2030-05-30,EUR,0.033989703848035194,0.021323127396892613,0.3517849840204087,3018.2708109049613,8736.052531284451,0.34549595484875006,0,,17,26.90355678818388,BBB
415,9,Corporate,IT,2022-07-20,2025-07-19,EUR,0.03541075908381786,0.018013663483615595,0.6025543027612441,13937.497017913329,22958.382484229533,0.607076610361693,0,,21,152.12054352833061,A
416,339,Corporate,IT,2022-10-17,2025-10-16,EUR,0.03298798994912498,0.008766792085166,0.5796318774605389,15598.73806734366,0.0,,0,,7,65.72857996697249,AA
417,485,Retail,ES,2022-08-26,2026-08-25,EUR,0.03533387224655332,0.0420116543019935,0.6668094705394317,51680.53367016474,113976.61665532613,0.4534310210878655,0,,22,1205.048251814839,BBB
418,61,Retail,NL,2024-03-22,2026-03-22,EUR,0.03778763528574995,0.012969638880573231,0.4380834661065163,29295.756421749236,45925.58145172894,0.6378962551087386,1,2024-11-15,242,178.12330945670683,A
419,149,Retail,DE,2021-06-10,2027-06-09,EUR,0.04522532332885562,0.024993261237103912,0.4514196435671548,93664.29762078653,164303.7064624164,0.5700680747711053,0,,27,1054.5628643694895,BBB
420,254,SME,FR,2024-06-25,2030-06-24,USD,0.044299987128487026,0.014128049024954644,0.36191155018083765,37053.185136470034,42547.84801894108,0.8708592058516103,0,,7,198.8713424302064,A
421,464,Retail,IT,2021-05-26,2029-05-24,USD,0.042842047622874094,0.013786982059018526,0.33437916725326666,12657.92689305191,17753.08672358714,0.7129986514533447,0,,28,66.51568137399387,A
422,348,Corporate,ES,2020-01-04,2029-01-01,EUR,0.03595833457658209,0.012869087927135335,0.6982639095706498,20777.805225717533,0.0,,0,,2,200.25620263889377,A
423,384,SME,ES,2021-03-09,2022-03-09,EUR,0.052713380400603235,0.06011213917270778,0.6886277581219471,15552.115651139875,26930.44907917784,0.5774918793747299,1,2021-07-09,354,736.9430319008433,BB/B
424,291,SME,FR,2022-09-23,2025-09-22,EUR,0.052792857443174634,0.03854806752163583,0.46482323150058896,35881.34695834507,0.0,,0,,13,705.3353489181216,BBB
425,209,Retail,ES,2023-06-08,2026-06-07,EUR,0.04764280407146933,0.06523156615298897,0.6775427911819183,23384.347036852585,34622.51293844111,0.6754087168204687,0,,2,1105.6205364618208,BB/B
426,100,Retail,NL,2020-08-23,2023-08-23,EUR,0.04510771932990743,0.009190198375176518,0.37807772380322124,11748.024362117982,35399.00082986923,0.3318744621798802,0,,13,34.85518558120408,AA
427,433,Retail,IT,2023-09-20,2031-09-18,EUR,0.0428866637089234,0.023387192136349804,0.6249971620373431,22216.7207448489,47348.82162926024,0.4692138047025777,0,,19,322.50959743712053,BBB
428,403,Corporate,NL,2022-08-05,2024-08-04,USD,0.02765720523829159,0.005941433931488263,0.5174340789226677,34932.77102835134,83173.3493819036,0.41999957063111637,0,,26,104.51965888759274,AA
429,13,SME,ES,2021-02-25,2022-02-25,USD,0.05557004756616385,0.05797743667458915,0.5585330570698321,8051.21637673882,16721.016206699613,0.4815028152124473,0,,4,264.9610124642021,BB/B
430,358,SME,FR,2020-05-24,2028-05-22,USD,0.05624661362158016,0.02595729085031213,0.5591014662021214,30242.659160971438,33892.62313636653,0.892308011666447,0,,26,419.79328261327686,BBB
431,43,Retail,FR,2020-05-27,2029-05-25,EUR,0.04014519785752646,0.04412812007115888,0.5179143250031316,4542.882056568319,8111.574466302383,0.5600493560702238,1,2021-09-30,291,108.82747847057513,BBB
432,370,Retail,ES,2024-07-25,2027-07-25,EUR,0.038750638704572196,0.018599570907943702,0.6261640056600563,66540.85128953615,94811.92165393537,0.7018194561271635,0,,29,741.6231958207424,A
433,413,Retail,FR,2020-07-07,2023-07-07,GBP,0.02980694746713796,0.03548563029938231,0.3960066253286214,37316.12473607038,0.0,,0,,1,536.4721278612719,BBB
434,66,SME,FR,2024-06-07,2029-06-06,EUR,0.051403274047533754,0.028782839410160382,0.6245944754815447,112339.74942988339,136203.48569842934,0.8247934981533211,0,,28,1934.675455745297,BBB
435,217,SME,FR,2022-01-31,2027-01-30,EUR,0.0508486838127393,0.0538297918186075,0.2917075819602743,7211.293084848578,8205.823606282975,0.8788018644864712,0,,27,131.4335220391494,BB/B
436,62,Retail,ES,2020-05-11,2029-05-09,EUR,0.037575998002488814,0.04751748345356021,0.29997971010002844,68422.13954634238,0.0,,0,,0,925.92489778207,BBB
437,284,Corporate,FR,2021-09-24,2025-09-23,EUR,0.031058487983720476,0.11404069278036456,0.5586716101960015,56149.89350609748,93135.69918491623,0.6028826110449303,0,,1,3907.836138701544,BB/B
438,464,Retail,ES,2020-04-08,2021-04-08,EUR,0.04179229788183384,0.025927930927412027,0.5750649451637937,18357.031219068966,26068.379203896824,0.704187670260868,1,2020-12-11,288,286.15989985638305,BBB
